date	country	Total	new_cases
2020-03-23	Montenegro	27	6
2020-03-24	Montenegro	47	20
2020-03-25	Montenegro	52	5
2020-03-26	Montenegro	69	17
2020-03-27	Montenegro	82	13
2020-03-28	Montenegro	84	2
2020-03-29	Montenegro	85	1
2020-03-30	Montenegro	91	6
2020-03-31	Montenegro	109	18
2020-04-01	Montenegro	123	14
2020-04-02	Montenegro	144	21
2020-04-03	Montenegro	174	30
2020-04-04	Montenegro	201	27
2020-04-05	Montenegro	214	13
2020-04-06	Montenegro	233	19
2020-04-07	Montenegro	241	8
2020-04-08	Montenegro	248	7
2020-04-09	Montenegro	252	4
2020-04-10	Montenegro	255	3
2020-04-11	Montenegro	263	8
2020-04-12	Montenegro	272	9
2020-04-13	Montenegro	274	2
2020-04-14	Montenegro	283	9
2020-04-15	Montenegro	288	5
2020-04-16	Montenegro	303	15
2020-04-17	Montenegro	303	0
2020-04-18	Montenegro	307	4
2020-04-19	Montenegro	308	1
2020-04-20	Montenegro	312	4
2020-04-21	Montenegro	313	1
2020-04-22	Montenegro	315	2
2020-04-23	Montenegro	316	1
2020-04-24	Montenegro	319	3
2020-04-25	Montenegro	320	1
2020-04-26	Montenegro	321	1
2020-04-27	Montenegro	321	0
2020-04-28	Montenegro	321	0
2020-04-29	Montenegro	322	1
2020-04-30	Montenegro	322	0
2020-05-01	Montenegro	322	0
2020-05-02	Montenegro	322	0
2020-05-03	Montenegro	322	0
2020-05-04	Montenegro	323	1
2020-05-05	Montenegro	324	1
2020-05-06	Montenegro	324	0
2020-05-07	Montenegro	324	0
2020-05-08	Montenegro	324	0
2020-05-09	Montenegro	324	0
2020-05-10	Montenegro	324	0
2020-05-11	Montenegro	324	0
2020-05-12	Montenegro	324	0
2020-05-13	Montenegro	324	0
2020-05-14	Montenegro	324	0
2020-05-15	Montenegro	324	0
2020-05-16	Montenegro	324	0
2020-05-17	Montenegro	324	0
2020-05-18	Montenegro	324	0
2020-05-19	Montenegro	324	0
2020-01-22	Morocco	0	0
2020-01-23	Morocco	0	0
2020-01-24	Morocco	0	0
2020-01-25	Morocco	0	0
2020-01-26	Morocco	0	0
2020-01-27	Morocco	0	0
2020-01-28	Morocco	0	0
2020-01-29	Morocco	0	0
2020-01-30	Morocco	0	0
2020-01-31	Morocco	0	0
2020-02-01	Morocco	0	0
2020-02-02	Morocco	0	0
2020-02-03	Morocco	0	0
2020-02-04	Morocco	0	0
2020-02-05	Morocco	0	0
2020-02-06	Morocco	0	0
2020-02-07	Morocco	0	0
2020-02-08	Morocco	0	0
2020-02-09	Morocco	0	0
2020-02-10	Morocco	0	0
2020-02-11	Morocco	0	0
2020-02-12	Morocco	0	0
2020-02-13	Morocco	0	0
2020-02-14	Morocco	0	0
2020-02-15	Morocco	0	0
2020-02-16	Morocco	0	0
2020-02-17	Morocco	0	0
2020-02-18	Morocco	0	0
2020-02-19	Morocco	0	0
2020-02-20	Morocco	0	0
2020-02-21	Morocco	0	0
2020-02-22	Morocco	0	0
2020-02-23	Morocco	0	0
2020-02-24	Morocco	0	0
2020-02-25	Morocco	0	0
2020-02-26	Morocco	0	0
2020-02-27	Morocco	0	0
2020-02-28	Morocco	0	0
2020-02-29	Morocco	0	0
2020-03-01	Morocco	0	0
2020-03-02	Morocco	1	1
2020-03-03	Morocco	1	0
2020-03-04	Morocco	1	0
2020-03-05	Morocco	2	1
2020-03-06	Morocco	2	0
2020-03-07	Morocco	2	0
2020-03-08	Morocco	2	0
2020-03-09	Morocco	2	0
2020-03-10	Morocco	3	1
2020-03-11	Morocco	5	2
2020-03-12	Morocco	6	1
2020-03-13	Morocco	7	1
2020-03-14	Morocco	17	10
2020-03-15	Morocco	28	11
2020-03-16	Morocco	29	1
2020-03-17	Morocco	38	9
2020-03-18	Morocco	49	11
2020-03-19	Morocco	63	14
2020-03-20	Morocco	77	14
2020-03-21	Morocco	96	19
2020-03-22	Morocco	115	19
2020-03-23	Morocco	143	28
2020-03-24	Morocco	170	27
2020-03-25	Morocco	225	55
2020-03-26	Morocco	275	50
2020-03-27	Morocco	345	70
2020-03-28	Morocco	402	57
2020-03-29	Morocco	479	77
2020-03-30	Morocco	556	77
2020-03-31	Morocco	617	61
2020-04-01	Morocco	654	37
2020-04-02	Morocco	708	54
2020-04-03	Morocco	791	83
2020-04-04	Morocco	919	128
2020-04-05	Morocco	1021	102
2020-04-06	Morocco	1120	99
2020-04-07	Morocco	1184	64
2020-04-08	Morocco	1275	91
2020-04-09	Morocco	1374	99
2020-04-10	Morocco	1448	74
2020-04-11	Morocco	1545	97
2020-04-12	Morocco	1661	116
2020-04-13	Morocco	1763	102
2020-04-14	Morocco	1888	125
2020-04-15	Morocco	2024	136
2020-04-16	Morocco	2283	259
2020-04-17	Morocco	2564	281
2020-04-18	Morocco	2685	121
2020-04-19	Morocco	2855	170
2020-04-20	Morocco	3046	191
2020-04-21	Morocco	3209	163
2020-04-22	Morocco	3446	237
2020-04-23	Morocco	3568	122
2020-04-24	Morocco	3758	190
2020-04-25	Morocco	3897	139
2020-04-26	Morocco	4065	168
2020-04-27	Morocco	4120	55
2020-04-28	Morocco	4252	132
2020-04-29	Morocco	4321	69
2020-04-30	Morocco	4423	102
2020-05-01	Morocco	4569	146
2020-05-02	Morocco	4729	160
2020-05-03	Morocco	4903	174
2020-05-04	Morocco	5053	150
2020-05-05	Morocco	5219	166
2020-05-06	Morocco	5408	189
2020-05-07	Morocco	5548	140
2020-05-08	Morocco	5711	163
2020-05-09	Morocco	5910	199
2020-05-10	Morocco	6063	153
2020-05-11	Morocco	6281	218
2020-05-12	Morocco	6418	137
2020-05-13	Morocco	6512	94
2020-05-14	Morocco	6607	95
2020-05-15	Morocco	6652	45
2020-05-16	Morocco	6741	89
2020-05-17	Morocco	6870	129
2020-05-18	Morocco	6952	82
2020-05-19	Morocco	7023	71
2020-01-22	Mozambique	0	0
2020-01-23	Mozambique	0	0
2020-01-24	Mozambique	0	0
2020-01-25	Mozambique	0	0
2020-01-26	Mozambique	0	0
2020-01-27	Mozambique	0	0
2020-01-28	Mozambique	0	0
2020-01-29	Mozambique	0	0
2020-01-30	Mozambique	0	0
2020-01-31	Mozambique	0	0
2020-02-01	Mozambique	0	0
2020-02-02	Mozambique	0	0
2020-02-03	Mozambique	0	0
2020-02-04	Mozambique	0	0
2020-02-05	Mozambique	0	0
2020-02-06	Mozambique	0	0
2020-02-07	Mozambique	0	0
2020-02-08	Mozambique	0	0
2020-02-09	Mozambique	0	0
2020-02-10	Mozambique	0	0
2020-02-11	Mozambique	0	0
2020-02-12	Mozambique	0	0
2020-02-13	Mozambique	0	0
2020-02-14	Mozambique	0	0
2020-02-15	Mozambique	0	0
2020-02-16	Mozambique	0	0
2020-02-17	Mozambique	0	0
2020-02-18	Mozambique	0	0
2020-02-19	Mozambique	0	0
2020-02-20	Mozambique	0	0
2020-02-21	Mozambique	0	0
2020-02-22	Mozambique	0	0
2020-02-23	Mozambique	0	0
2020-02-24	Mozambique	0	0
2020-02-25	Mozambique	0	0
2020-02-26	Mozambique	0	0
2020-02-27	Mozambique	0	0
2020-02-28	Mozambique	0	0
2020-02-29	Mozambique	0	0
2020-03-01	Mozambique	0	0
2020-03-02	Mozambique	0	0
2020-03-03	Mozambique	0	0
2020-03-04	Mozambique	0	0
2020-03-05	Mozambique	0	0
2020-03-06	Mozambique	0	0
2020-03-07	Mozambique	0	0
2020-03-08	Mozambique	0	0
2020-03-09	Mozambique	0	0
2020-03-10	Mozambique	0	0
2020-03-11	Mozambique	0	0
2020-03-12	Mozambique	0	0
2020-03-13	Mozambique	0	0
2020-03-14	Mozambique	0	0
2020-03-15	Mozambique	0	0
2020-03-16	Mozambique	0	0
2020-03-17	Mozambique	0	0
2020-03-18	Mozambique	0	0
2020-03-19	Mozambique	0	0
2020-03-20	Mozambique	0	0
2020-03-21	Mozambique	0	0
2020-03-22	Mozambique	1	1
2020-03-23	Mozambique	1	0
2020-03-24	Mozambique	3	2
2020-03-25	Mozambique	5	2
2020-03-26	Mozambique	7	2
2020-03-27	Mozambique	7	0
2020-03-28	Mozambique	8	1
2020-03-29	Mozambique	8	0
2020-03-30	Mozambique	8	0
2020-03-31	Mozambique	8	0
2020-04-01	Mozambique	10	2
2020-04-02	Mozambique	10	0
2020-04-03	Mozambique	10	0
2020-04-04	Mozambique	10	0
2020-04-05	Mozambique	10	0
2020-04-06	Mozambique	10	0
2020-04-07	Mozambique	10	0
2020-04-08	Mozambique	17	7
2020-04-09	Mozambique	17	0
2020-04-10	Mozambique	20	3
2020-04-11	Mozambique	20	0
2020-04-12	Mozambique	21	1
2020-04-13	Mozambique	21	0
2020-04-14	Mozambique	28	7
2020-04-15	Mozambique	29	1
2020-04-16	Mozambique	31	2
2020-04-17	Mozambique	34	3
2020-04-18	Mozambique	35	1
2020-04-19	Mozambique	39	4
2020-04-20	Mozambique	39	0
2020-04-21	Mozambique	39	0
2020-04-22	Mozambique	41	2
2020-04-23	Mozambique	46	5
2020-04-24	Mozambique	65	19
2020-04-25	Mozambique	70	5
2020-04-26	Mozambique	76	6
2020-04-27	Mozambique	76	0
2020-04-28	Mozambique	76	0
2020-04-29	Mozambique	76	0
2020-04-30	Mozambique	76	0
2020-05-01	Mozambique	79	3
2020-05-02	Mozambique	79	0
2020-05-03	Mozambique	80	1
2020-05-04	Mozambique	80	0
2020-05-05	Mozambique	81	1
2020-05-06	Mozambique	81	0
2020-05-07	Mozambique	81	0
2020-05-08	Mozambique	82	1
2020-05-09	Mozambique	87	5
2020-05-10	Mozambique	91	4
2020-05-11	Mozambique	103	12
2020-05-12	Mozambique	104	1
2020-05-13	Mozambique	104	0
2020-05-14	Mozambique	115	11
2020-05-15	Mozambique	119	4
2020-05-16	Mozambique	129	10
2020-05-17	Mozambique	137	8
2020-05-18	Mozambique	145	8
2020-05-19	Mozambique	146	1
2020-01-22	MS Zaandam	0	0
2020-01-23	MS Zaandam	0	0
2020-01-24	MS Zaandam	0	0
2020-01-25	MS Zaandam	0	0
2020-01-26	MS Zaandam	0	0
2020-01-27	MS Zaandam	0	0
2020-01-28	MS Zaandam	0	0
2020-01-29	MS Zaandam	0	0
2020-01-30	MS Zaandam	0	0
2020-01-31	MS Zaandam	0	0
2020-02-01	MS Zaandam	0	0
2020-02-02	MS Zaandam	0	0
2020-02-03	MS Zaandam	0	0
2020-02-04	MS Zaandam	0	0
2020-02-05	MS Zaandam	0	0
2020-02-06	MS Zaandam	0	0
2020-02-07	MS Zaandam	0	0
2020-02-08	MS Zaandam	0	0
2020-02-09	MS Zaandam	0	0
2020-02-10	MS Zaandam	0	0
2020-02-11	MS Zaandam	0	0
2020-02-12	MS Zaandam	0	0
2020-02-13	MS Zaandam	0	0
2020-02-14	MS Zaandam	0	0
2020-02-15	MS Zaandam	0	0
2020-02-16	MS Zaandam	0	0
2020-02-17	MS Zaandam	0	0
2020-02-18	MS Zaandam	0	0
2020-02-19	MS Zaandam	0	0
2020-02-20	MS Zaandam	0	0
2020-02-21	MS Zaandam	0	0
2020-02-22	MS Zaandam	0	0
2020-02-23	MS Zaandam	0	0
2020-02-24	MS Zaandam	0	0
2020-02-25	MS Zaandam	0	0
2020-02-26	MS Zaandam	0	0
2020-02-27	MS Zaandam	0	0
2020-02-28	MS Zaandam	0	0
2020-02-29	MS Zaandam	0	0
2020-03-01	MS Zaandam	0	0
2020-03-02	MS Zaandam	0	0
2020-03-03	MS Zaandam	0	0
2020-03-04	MS Zaandam	0	0
2020-03-05	MS Zaandam	0	0
2020-03-06	MS Zaandam	0	0
2020-03-07	MS Zaandam	0	0
2020-03-08	MS Zaandam	0	0
2020-03-09	MS Zaandam	0	0
2020-03-10	MS Zaandam	0	0
2020-03-11	MS Zaandam	0	0
2020-03-12	MS Zaandam	0	0
2020-03-13	MS Zaandam	0	0
2020-03-14	MS Zaandam	0	0
2020-03-15	MS Zaandam	0	0
2020-03-16	MS Zaandam	0	0
2020-03-17	MS Zaandam	0	0
2020-03-18	MS Zaandam	0	0
2020-03-19	MS Zaandam	0	0
2020-03-20	MS Zaandam	0	0
2020-03-21	MS Zaandam	0	0
2020-03-22	MS Zaandam	0	0
2020-03-23	MS Zaandam	0	0
2020-03-24	MS Zaandam	0	0
2020-03-25	MS Zaandam	0	0
2020-03-26	MS Zaandam	0	0
2020-03-27	MS Zaandam	0	0
2020-03-28	MS Zaandam	2	2
2020-03-29	MS Zaandam	2	0
2020-03-30	MS Zaandam	2	0
2020-03-31	MS Zaandam	2	0
2020-04-01	MS Zaandam	9	7
2020-04-02	MS Zaandam	9	0
2020-04-03	MS Zaandam	9	0
2020-04-04	MS Zaandam	9	0
2020-04-05	MS Zaandam	9	0
2020-04-06	MS Zaandam	9	0
2020-04-07	MS Zaandam	9	0
2020-04-08	MS Zaandam	9	0
2020-04-09	MS Zaandam	9	0
2020-04-10	MS Zaandam	9	0
2020-04-11	MS Zaandam	9	0
2020-04-12	MS Zaandam	9	0
2020-04-13	MS Zaandam	9	0
2020-04-14	MS Zaandam	9	0
2020-04-15	MS Zaandam	9	0
2020-04-16	MS Zaandam	9	0
2020-04-17	MS Zaandam	9	0
2020-04-18	MS Zaandam	9	0
2020-04-19	MS Zaandam	9	0
2020-04-20	MS Zaandam	9	0
2020-04-21	MS Zaandam	9	0
2020-04-22	MS Zaandam	9	0
2020-04-23	MS Zaandam	9	0
2020-04-24	MS Zaandam	9	0
2020-04-25	MS Zaandam	9	0
2020-04-26	MS Zaandam	9	0
2020-04-27	MS Zaandam	9	0
2020-04-28	MS Zaandam	9	0
2020-04-29	MS Zaandam	9	0
2020-04-30	MS Zaandam	9	0
2020-05-01	MS Zaandam	9	0
2020-05-02	MS Zaandam	9	0
2020-05-03	MS Zaandam	9	0
2020-05-04	MS Zaandam	9	0
2020-05-05	MS Zaandam	9	0
2020-05-06	MS Zaandam	9	0
2020-05-07	MS Zaandam	9	0
2020-05-08	MS Zaandam	9	0
2020-05-09	MS Zaandam	9	0
2020-05-10	MS Zaandam	9	0
2020-05-11	MS Zaandam	9	0
2020-05-12	MS Zaandam	9	0
2020-05-13	MS Zaandam	9	0
2020-05-14	MS Zaandam	9	0
2020-05-15	MS Zaandam	9	0
2020-05-16	MS Zaandam	9	0
2020-05-17	MS Zaandam	9	0
2020-05-18	MS Zaandam	9	0
2020-05-19	MS Zaandam	9	0
2020-01-22	Namibia	0	0
2020-01-23	Namibia	0	0
2020-01-24	Namibia	0	0
2020-01-25	Namibia	0	0
2020-01-26	Namibia	0	0
2020-01-27	Namibia	0	0
2020-01-28	Namibia	0	0
2020-01-29	Namibia	0	0
2020-01-30	Namibia	0	0
2020-01-31	Namibia	0	0
2020-02-01	Namibia	0	0
2020-02-02	Namibia	0	0
2020-02-03	Namibia	0	0
2020-02-04	Namibia	0	0
2020-02-05	Namibia	0	0
2020-02-06	Namibia	0	0
2020-02-07	Namibia	0	0
2020-02-08	Namibia	0	0
2020-02-09	Namibia	0	0
2020-02-10	Namibia	0	0
2020-02-11	Namibia	0	0
2020-02-12	Namibia	0	0
2020-02-13	Namibia	0	0
2020-02-14	Namibia	0	0
2020-02-15	Namibia	0	0
2020-02-16	Namibia	0	0
2020-02-17	Namibia	0	0
2020-02-18	Namibia	0	0
2020-02-19	Namibia	0	0
2020-02-20	Namibia	0	0
2020-02-21	Namibia	0	0
2020-02-22	Namibia	0	0
2020-02-23	Namibia	0	0
2020-02-24	Namibia	0	0
2020-02-25	Namibia	0	0
2020-02-26	Namibia	0	0
2020-02-27	Namibia	0	0
2020-02-28	Namibia	0	0
2020-02-29	Namibia	0	0
2020-03-01	Namibia	0	0
2020-03-02	Namibia	0	0
2020-03-03	Namibia	0	0
2020-03-04	Namibia	0	0
2020-03-05	Namibia	0	0
2020-03-06	Namibia	0	0
2020-03-07	Namibia	0	0
2020-03-08	Namibia	0	0
2020-03-09	Namibia	0	0
2020-03-10	Namibia	0	0
2020-03-11	Namibia	0	0
2020-03-12	Namibia	0	0
2020-03-13	Namibia	0	0
2020-03-14	Namibia	2	2
2020-03-15	Namibia	2	0
2020-03-16	Namibia	2	0
2020-03-17	Namibia	2	0
2020-03-18	Namibia	2	0
2020-03-19	Namibia	3	1
2020-03-20	Namibia	3	0
2020-03-21	Namibia	3	0
2020-03-22	Namibia	3	0
2020-03-23	Namibia	4	1
2020-03-24	Namibia	7	3
2020-03-25	Namibia	7	0
2020-03-26	Namibia	8	1
2020-03-27	Namibia	8	0
2020-03-28	Namibia	8	0
2020-03-29	Namibia	11	3
2020-03-30	Namibia	11	0
2020-03-31	Namibia	11	0
2020-04-01	Namibia	14	3
2020-04-02	Namibia	14	0
2020-04-03	Namibia	14	0
2020-04-04	Namibia	14	0
2020-04-05	Namibia	16	2
2020-04-06	Namibia	16	0
2020-04-07	Namibia	16	0
2020-04-08	Namibia	16	0
2020-04-09	Namibia	16	0
2020-04-10	Namibia	16	0
2020-04-11	Namibia	16	0
2020-04-12	Namibia	16	0
2020-04-13	Namibia	16	0
2020-04-14	Namibia	16	0
2020-04-15	Namibia	16	0
2020-04-16	Namibia	16	0
2020-04-17	Namibia	16	0
2020-04-18	Namibia	16	0
2020-04-19	Namibia	16	0
2020-04-20	Namibia	16	0
2020-04-21	Namibia	16	0
2020-04-22	Namibia	16	0
2020-04-23	Namibia	16	0
2020-04-24	Namibia	16	0
2020-04-25	Namibia	16	0
2020-04-26	Namibia	16	0
2020-04-27	Namibia	16	0
2020-04-28	Namibia	16	0
2020-04-29	Namibia	16	0
2020-04-30	Namibia	16	0
2020-05-01	Namibia	16	0
2020-05-02	Namibia	16	0
2020-05-03	Namibia	16	0
2020-05-04	Namibia	16	0
2020-05-05	Namibia	16	0
2020-05-06	Namibia	16	0
2020-05-07	Namibia	16	0
2020-05-08	Namibia	16	0
2020-05-09	Namibia	16	0
2020-05-10	Namibia	16	0
2020-05-11	Namibia	16	0
2020-05-12	Namibia	16	0
2020-05-13	Namibia	16	0
2020-05-14	Namibia	16	0
2020-05-15	Namibia	16	0
2020-05-16	Namibia	16	0
2020-05-17	Namibia	16	0
2020-05-18	Namibia	16	0
2020-05-19	Namibia	16	0
2020-01-22	Nepal	0	0
2020-01-23	Nepal	0	0
2020-01-24	Nepal	0	0
2020-01-25	Nepal	1	1
2020-01-26	Nepal	1	0
2020-01-27	Nepal	1	0
2020-01-28	Nepal	1	0
2020-01-29	Nepal	1	0
2020-01-30	Nepal	1	0
2020-01-31	Nepal	1	0
2020-02-01	Nepal	1	0
2020-02-02	Nepal	1	0
2020-02-03	Nepal	1	0
2020-02-04	Nepal	1	0
2020-02-05	Nepal	1	0
2020-02-06	Nepal	1	0
2020-02-07	Nepal	1	0
2020-02-08	Nepal	1	0
2020-02-09	Nepal	1	0
2020-02-10	Nepal	1	0
2020-02-11	Nepal	1	0
2020-02-12	Nepal	1	0
2020-02-13	Nepal	1	0
2020-02-14	Nepal	1	0
2020-02-15	Nepal	1	0
2020-02-16	Nepal	1	0
2020-02-17	Nepal	1	0
2020-02-18	Nepal	1	0
2020-02-19	Nepal	1	0
2020-02-20	Nepal	1	0
2020-02-21	Nepal	1	0
2020-02-22	Nepal	1	0
2020-02-23	Nepal	1	0
2020-02-24	Nepal	1	0
2020-02-25	Nepal	1	0
2020-02-26	Nepal	1	0
2020-02-27	Nepal	1	0
2020-02-28	Nepal	1	0
2020-02-29	Nepal	1	0
2020-03-01	Nepal	1	0
2020-03-02	Nepal	1	0
2020-03-03	Nepal	1	0
2020-03-04	Nepal	1	0
2020-03-05	Nepal	1	0
2020-03-06	Nepal	1	0
2020-03-07	Nepal	1	0
2020-03-08	Nepal	1	0
2020-03-09	Nepal	1	0
2020-03-10	Nepal	1	0
2020-03-11	Nepal	1	0
2020-03-12	Nepal	1	0
2020-03-13	Nepal	1	0
2020-03-14	Nepal	1	0
2020-03-15	Nepal	1	0
2020-03-16	Nepal	1	0
2020-03-17	Nepal	1	0
2020-03-18	Nepal	1	0
2020-03-19	Nepal	1	0
2020-03-20	Nepal	1	0
2020-03-21	Nepal	1	0
2020-03-22	Nepal	1	0
2020-03-23	Nepal	2	1
2020-03-24	Nepal	2	0
2020-03-25	Nepal	3	1
2020-03-26	Nepal	3	0
2020-03-27	Nepal	4	1
2020-03-28	Nepal	5	1
2020-03-29	Nepal	5	0
2020-03-30	Nepal	5	0
2020-03-31	Nepal	5	0
2020-04-01	Nepal	5	0
2020-04-02	Nepal	6	1
2020-04-03	Nepal	6	0
2020-04-04	Nepal	9	3
2020-04-05	Nepal	9	0
2020-04-06	Nepal	9	0
2020-04-07	Nepal	9	0
2020-04-08	Nepal	9	0
2020-04-09	Nepal	9	0
2020-04-10	Nepal	9	0
2020-04-11	Nepal	9	0
2020-04-12	Nepal	12	3
2020-04-13	Nepal	14	2
2020-04-14	Nepal	16	2
2020-04-15	Nepal	16	0
2020-04-16	Nepal	16	0
2020-04-17	Nepal	30	14
2020-04-18	Nepal	31	1
2020-04-19	Nepal	31	0
2020-04-20	Nepal	31	0
2020-04-21	Nepal	43	12
2020-04-22	Nepal	45	2
2020-04-23	Nepal	48	3
2020-04-24	Nepal	49	1
2020-04-25	Nepal	49	0
2020-04-26	Nepal	52	3
2020-04-27	Nepal	52	0
2020-04-28	Nepal	54	2
2020-04-29	Nepal	57	3
2020-04-30	Nepal	57	0
2020-05-01	Nepal	59	2
2020-05-02	Nepal	59	0
2020-05-03	Nepal	75	16
2020-05-04	Nepal	75	0
2020-05-05	Nepal	82	7
2020-05-06	Nepal	99	17
2020-05-07	Nepal	101	2
2020-05-08	Nepal	102	1
2020-05-09	Nepal	110	8
2020-05-10	Nepal	110	0
2020-05-11	Nepal	134	24
2020-05-12	Nepal	217	83
2020-05-13	Nepal	250	33
2020-05-14	Nepal	249	-1
2020-05-15	Nepal	267	18
2020-05-16	Nepal	291	24
2020-05-17	Nepal	295	4
2020-05-18	Nepal	375	80
2020-05-19	Nepal	402	27
2020-01-22	Netherlands	0	0
2020-01-23	Netherlands	0	0
2020-01-24	Netherlands	0	0
2020-01-25	Netherlands	0	0
2020-01-26	Netherlands	0	0
2020-01-27	Netherlands	0	0
2020-01-28	Netherlands	0	0
2020-01-29	Netherlands	0	0
2020-01-30	Netherlands	0	0
2020-01-31	Netherlands	0	0
2020-02-01	Netherlands	0	0
2020-02-02	Netherlands	0	0
2020-02-03	Netherlands	0	0
2020-02-04	Netherlands	0	0
2020-02-05	Netherlands	0	0
2020-02-06	Netherlands	0	0
2020-02-07	Netherlands	0	0
2020-02-08	Netherlands	0	0
2020-02-09	Netherlands	0	0
2020-02-10	Netherlands	0	0
2020-02-11	Netherlands	0	0
2020-02-12	Netherlands	0	0
2020-02-13	Netherlands	0	0
2020-02-14	Netherlands	0	0
2020-02-15	Netherlands	0	0
2020-02-16	Netherlands	0	0
2020-02-17	Netherlands	0	0
2020-02-18	Netherlands	0	0
2020-02-19	Netherlands	0	0
2020-02-20	Netherlands	0	0
2020-02-21	Netherlands	0	0
2020-02-22	Netherlands	0	0
2020-02-23	Netherlands	0	0
2020-02-24	Netherlands	0	0
2020-02-25	Netherlands	0	0
2020-02-26	Netherlands	0	0
2020-02-27	Netherlands	1	1
2020-02-28	Netherlands	1	0
2020-02-29	Netherlands	6	5
2020-03-01	Netherlands	10	4
2020-03-02	Netherlands	18	8
2020-03-03	Netherlands	24	6
2020-03-04	Netherlands	38	14
2020-03-05	Netherlands	82	44
2020-03-06	Netherlands	128	46
2020-03-07	Netherlands	188	60
2020-03-08	Netherlands	265	77
2020-03-09	Netherlands	321	56
2020-03-10	Netherlands	382	61
2020-03-11	Netherlands	503	121
2020-03-12	Netherlands	503	0
2020-03-13	Netherlands	806	303
2020-03-14	Netherlands	962	156
2020-03-15	Netherlands	1138	176
2020-03-16	Netherlands	1416	278
2020-03-17	Netherlands	1711	295
2020-03-18	Netherlands	2058	347
2020-03-19	Netherlands	2467	409
2020-03-20	Netherlands	3003	536
2020-03-21	Netherlands	3640	637
2020-03-22	Netherlands	4217	577
2020-03-23	Netherlands	4764	547
2020-03-24	Netherlands	5580	816
2020-03-25	Netherlands	6438	858
2020-03-26	Netherlands	7468	1030
2020-03-27	Netherlands	8647	1179
2020-03-28	Netherlands	9819	1172
2020-03-29	Netherlands	10930	1111
2020-03-30	Netherlands	11817	887
2020-03-31	Netherlands	12667	850
2020-04-01	Netherlands	13696	1029
2020-04-02	Netherlands	14788	1092
2020-04-03	Netherlands	15821	1033
2020-04-04	Netherlands	16727	906
2020-04-05	Netherlands	17953	1226
2020-04-06	Netherlands	18926	973
2020-04-07	Netherlands	19709	783
2020-04-08	Netherlands	20682	973
2020-04-09	Netherlands	21903	1221
2020-04-10	Netherlands	23249	1346
2020-04-11	Netherlands	24571	1322
2020-04-12	Netherlands	25746	1175
2020-04-13	Netherlands	26710	964
2020-04-14	Netherlands	27580	870
2020-04-15	Netherlands	28316	736
2020-04-16	Netherlands	29383	1067
2020-04-17	Netherlands	30619	1236
2020-04-18	Netherlands	31766	1147
2020-04-19	Netherlands	32838	1072
2020-04-20	Netherlands	33588	750
2020-04-21	Netherlands	34317	729
2020-04-22	Netherlands	35032	715
2020-04-23	Netherlands	35921	889
2020-04-24	Netherlands	36729	808
2020-04-25	Netherlands	37384	655
2020-04-26	Netherlands	38040	656
2020-04-27	Netherlands	38440	400
2020-04-28	Netherlands	38612	172
2020-04-29	Netherlands	38998	386
2020-04-30	Netherlands	39512	514
2020-05-01	Netherlands	39989	477
2020-05-02	Netherlands	40434	445
2020-05-03	Netherlands	40769	335
2020-05-04	Netherlands	40968	199
2020-05-05	Netherlands	41286	318
2020-05-06	Netherlands	41518	232
2020-05-07	Netherlands	41973	455
2020-05-08	Netherlands	42292	319
2020-05-09	Netherlands	42581	289
2020-05-10	Netherlands	42826	245
2020-05-11	Netherlands	42987	161
2020-05-12	Netherlands	43183	196
2020-05-13	Netherlands	43410	227
2020-05-14	Netherlands	43680	270
2020-05-15	Netherlands	43880	200
2020-05-16	Netherlands	44070	190
2020-05-17	Netherlands	44195	125
2020-05-18	Netherlands	44341	146
2020-05-19	Netherlands	44449	108
2020-01-22	New Zealand	0	0
2020-01-23	New Zealand	0	0
2020-01-24	New Zealand	0	0
2020-01-25	New Zealand	0	0
2020-01-26	New Zealand	0	0
2020-01-27	New Zealand	0	0
2020-01-28	New Zealand	0	0
2020-01-29	New Zealand	0	0
2020-01-30	New Zealand	0	0
2020-01-31	New Zealand	0	0
2020-02-01	New Zealand	0	0
2020-02-02	New Zealand	0	0
2020-02-03	New Zealand	0	0
2020-02-04	New Zealand	0	0
2020-02-05	New Zealand	0	0
2020-02-06	New Zealand	0	0
2020-02-07	New Zealand	0	0
2020-02-08	New Zealand	0	0
2020-02-09	New Zealand	0	0
2020-02-10	New Zealand	0	0
2020-02-11	New Zealand	0	0
2020-02-12	New Zealand	0	0
2020-02-13	New Zealand	0	0
2020-02-14	New Zealand	0	0
2020-02-15	New Zealand	0	0
2020-02-16	New Zealand	0	0
2020-02-17	New Zealand	0	0
2020-02-18	New Zealand	0	0
2020-02-19	New Zealand	0	0
2020-02-20	New Zealand	0	0
2020-02-21	New Zealand	0	0
2020-02-22	New Zealand	0	0
2020-02-23	New Zealand	0	0
2020-02-24	New Zealand	0	0
2020-02-25	New Zealand	0	0
2020-02-26	New Zealand	0	0
2020-02-27	New Zealand	0	0
2020-02-28	New Zealand	1	1
2020-02-29	New Zealand	1	0
2020-03-01	New Zealand	1	0
2020-03-02	New Zealand	1	0
2020-03-03	New Zealand	1	0
2020-03-04	New Zealand	3	2
2020-03-05	New Zealand	3	0
2020-03-06	New Zealand	4	1
2020-03-07	New Zealand	5	1
2020-03-08	New Zealand	5	0
2020-03-09	New Zealand	5	0
2020-03-10	New Zealand	5	0
2020-03-11	New Zealand	5	0
